2025-07-23 08:00:23 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:47:33 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:47:36 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:47:40 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:47:43 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:47:47 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:47:50 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:47:54 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:47:57 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:01 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:04 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:08 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:11 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:15 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:18 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:22 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:25 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:29 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:32 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:36 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:39 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:43 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:47 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:50 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:54 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:48:57 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:01 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:04 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:08 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:11 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:15 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:18 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:22 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:25 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:29 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:33 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:36 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:40 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:43 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:47 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:50 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:54 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:49:57 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:50:01 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:50:04 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:50:08 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:50:11 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:50:15 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 08:50:18 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:16 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:19 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:23 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:26 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:30 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:33 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:37 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:40 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:44 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:48 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:51 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:55 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:02:58 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:03:02 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:03:05 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:03:09 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:03:12 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:03:16 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:15 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:19 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:22 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:26 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:29 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:33 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:36 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:40 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:43 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:47 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:51 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:54 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:42:58 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:01 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:05 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:08 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:12 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:16 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:19 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:23 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:27 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:31 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:35 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:38 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:42 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:45 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:49 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:52 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:56 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:43:59 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:03 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:06 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:10 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:13 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:17 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:20 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:24 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:27 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:31 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:34 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:38 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:41 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:45 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:49 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:52 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:56 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:44:59 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:03 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:06 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:10 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:13 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:17 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:20 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:24 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:27 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:31 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:34 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:38 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:41 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:45 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:48 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:52 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:55 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:45:59 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:02 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:06 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:09 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:13 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:16 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:20 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:23 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:27 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:30 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:34 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:37 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:41 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
2025-07-23 09:46:44 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'strike'
